"order_id";"customer_id";"product_id";"category";"brand";"sub_category";"order_date";"quantity";"order_status";"order_channel";"warehouse_id";"payment_method";"gross_revenue";"total_cost";"discount_amount";"net_revenue";"shipping_cost";"reverse_shipping_cost";"total_logistics";"delivery_days";"delivery_status";"payment_fee";"is_returned";"return_reason";"refund_status";"net_profit"
8222;5718;201;"Electronics";"BrandA";"SubCat-8";"2024-02-02";3;"CANCELLED";"CALL_CENTER";14;"COD";2616.0;2556.0;0.0;2616.0;92.0;0.0;92.0;11;"LOST";91.56;0;"No Return";"NA";-123.56
10175;4475;201;"Electronics";"BrandA";"SubCat-8";"2024-09-26";2;"CANCELLED";"APP";22;"COD";1744.0;1704.0;0.0;1744.0;0.0;0.0;0.0;6;"ON_TIME";61.04;0;"No Return";"NA";-21.04
10603;1051;201;"Electronics";"BrandA";"SubCat-8";"2024-08-28";5;"SHIPPED";"WEB";16;"UPI";4360.0;4260.0;0.0;4360.0;0.0;0.0;0.0;6;"ON_TIME";52.32;1;"Customer Changed Mind";"Pending";-4312.32
16938;7454;201;"Electronics";"BrandA";"SubCat-8";"2024-01-28";2;"DELIVERED";"APP";19;"WALLET";1744.0;1704.0;0.0;1744.0;0.0;0.0;0.0;6;"ON_TIME";34.88;1;"Wrong Item";"Rejected";-1738.88
16938;7454;201;"Electronics";"BrandA";"SubCat-8";"2024-01-28";2;"DELIVERED";"APP";19;"WALLET";1744.0;1704.0;0.0;1744.0;0.0;0.0;0.0;6;"ON_TIME";34.88;1;"Customer Changed Mind";"Processed";-1738.88
18401;3424;201;"Electronics";"BrandA";"SubCat-8";"2024-04-06";4;"PENDING";"CALL_CENTER";23;"UPI";3488.0;3408.0;0.0;3488.0;118.0;0.0;118.0;11;"DELAYED";41.86;0;"No Return";"NA";-79.86
20481;4085;201;"Electronics";"BrandA";"SubCat-8";"2024-08-08";2;"DELIVERED";"APP";22;"COD";1744.0;1704.0;228.0;1516.0;131.0;0.0;131.0;4;"LOST";61.04;0;"No Return";"NA";-380.04
20481;4085;201;"Electronics";"BrandA";"SubCat-8";"2024-08-08";2;"DELIVERED";"APP";22;"COD";1744.0;1704.0;228.0;1516.0;88.0;0.0;88.0;2;"LOST";61.04;0;"No Return";"NA";-337.04
147;7721;202;"Grocery";"BrandD";"SubCat-9";"2024-05-25";1;"CANCELLED";"APP";1;"COD";1199.0;740.0;322.0;877.0;44.0;0.0;44.0;4;"ON_TIME";41.97;0;"No Return";"NA";51.03
147;7721;202;"Grocery";"BrandD";"SubCat-9";"2024-05-25";1;"CANCELLED";"APP";1;"COD";1199.0;740.0;322.0;877.0;128.0;0.0;128.0;3;"DELAYED";41.97;0;"No Return";"NA";-32.97
911;5568;202;"Grocery";"BrandD";"SubCat-9";"2024-03-30";5;"CANCELLED";"APP";5;"COD";5995.0;3700.0;0.0;5995.0;66.0;0.0;66.0;3;"LOST";209.83;1;"Quality Issue";"Processed";-3975.83
1355;3367;202;"Grocery";"BrandD";"SubCat-9";"2024-03-29";1;"PENDING";"CALL_CENTER";1;"COD";1199.0;740.0;0.0;1199.0;91.0;0.0;91.0;9;"DELAYED";41.97;0;"No Return";"NA";326.03
4404;7354;202;"Grocery";"BrandD";"SubCat-9";"2024-11-26";4;"DELIVERED";"APP";14;"CARD";4796.0;2960.0;0.0;4796.0;0.0;0.0;0.0;6;"ON_TIME";100.72;1;"Wrong Item";"Processed";-3060.72
4404;7354;202;"Grocery";"BrandD";"SubCat-9";"2024-11-26";4;"DELIVERED";"APP";14;"CARD";4796.0;2960.0;0.0;4796.0;0.0;0.0;0.0;6;"ON_TIME";100.72;1;"Quality Issue";"Pending";-3060.72
7387;8242;202;"Grocery";"BrandD";"SubCat-9";"2024-11-28";3;"PENDING";"APP";7;"WALLET";3597.0;2220.0;0.0;3597.0;49.0;0.0;49.0;4;"DELAYED";71.94;0;"No Return";"NA";1256.06
7387;8242;202;"Grocery";"BrandD";"SubCat-9";"2024-11-28";3;"PENDING";"APP";7;"WALLET";3597.0;2220.0;0.0;3597.0;135.0;0.0;135.0;5;"ON_TIME";71.94;0;"No Return";"NA";1170.06
8525;5199;202;"Grocery";"BrandD";"SubCat-9";"2024-03-10";1;"PENDING";"APP";21;"WALLET";1199.0;740.0;394.0;805.0;0.0;0.0;0.0;6;"ON_TIME";23.98;1;"Damaged";"Rejected";-763.98
10496;3781;202;"Grocery";"BrandD";"SubCat-9";"2024-04-29";4;"PENDING";"CALL_CENTER";3;"UPI";4796.0;2960.0;0.0;4796.0;0.0;0.0;0.0;6;"ON_TIME";57.55;0;"No Return";"NA";1778.45
15537;6541;202;"Grocery";"BrandD";"SubCat-9";"2024-06-08";1;"SHIPPED";"CALL_CENTER";13;"WALLET";1199.0;740.0;0.0;1199.0;0.0;0.0;0.0;6;"ON_TIME";23.98;0;"No Return";"NA";435.02
18345;5437;202;"Grocery";"BrandD";"SubCat-9";"2024-12-30";4;"SHIPPED";"WEB";13;"WALLET";4796.0;2960.0;293.0;4503.0;0.0;0.0;0.0;6;"ON_TIME";95.92;0;"No Return";"NA";1447.08
20968;6161;202;"Grocery";"BrandD";"SubCat-9";"2024-04-04";4;"CANCELLED";"WEB";9;"COD";4796.0;2960.0;95.0;4701.0;0.0;0.0;0.0;6;"ON_TIME";167.86;0;"No Return";"NA";1573.14
1606;869;203;"Electronics";"BrandB";"SubCat-10";"2024-11-09";2;"SHIPPED";"WEB";14;"UPI";820.0;670.0;141.0;679.0;99.0;0.0;99.0;11;"LOST";9.84;1;"Customer Changed Mind";"Processed";-778.84
1606;869;203;"Electronics";"BrandB";"SubCat-10";"2024-11-09";2;"SHIPPED";"WEB";14;"UPI";820.0;670.0;141.0;679.0;56.0;0.0;56.0;11;"LOST";9.84;1;"Customer Changed Mind";"Processed";-735.84
5272;6440;203;"Electronics";"BrandB";"SubCat-10";"2024-02-10";2;"PENDING";"APP";11;"CARD";820.0;670.0;70.0;750.0;0.0;0.0;0.0;6;"ON_TIME";17.22;0;"No Return";"NA";62.78
5272;6440;203;"Electronics";"BrandB";"SubCat-10";"2024-02-10";2;"PENDING";"APP";11;"CARD";820.0;670.0;308.0;512.0;0.0;0.0;0.0;6;"ON_TIME";17.22;0;"No Return";"NA";-175.22
6246;3781;203;"Electronics";"BrandB";"SubCat-10";"2024-05-06";5;"PENDING";"CALL_CENTER";8;"WALLET";2050.0;1675.0;0.0;2050.0;70.0;0.0;70.0;8;"DELAYED";41.0;0;"No Return";"NA";264.0
9931;7967;203;"Electronics";"BrandB";"SubCat-10";"2024-04-01";4;"PENDING";"CALL_CENTER";6;"COD";1640.0;1340.0;0.0;1640.0;0.0;0.0;0.0;6;"ON_TIME";57.4;0;"No Return";"NA";242.6
11964;5442;203;"Electronics";"BrandB";"SubCat-10";"2024-02-12";4;"PENDING";"CALL_CENTER";2;"CARD";1640.0;1340.0;148.0;1492.0;0.0;0.0;0.0;6;"ON_TIME";34.44;0;"No Return";"NA";117.56
15175;8393;203;"Electronics";"BrandB";"SubCat-10";"2024-06-13";1;"SHIPPED";"APP";14;"WALLET";410.0;335.0;228.0;182.0;0.0;0.0;0.0;6;"ON_TIME";8.2;0;"No Return";"NA";-161.2
16640;2973;203;"Electronics";"BrandB";"SubCat-10";"2024-05-24";3;"DELIVERED";"APP";11;"CARD";1230.0;1005.0;201.0;1029.0;0.0;0.0;0.0;6;"ON_TIME";25.83;0;"No Return";"NA";-1.83
17343;945;203;"Electronics";"BrandB";"SubCat-10";"2024-04-12";3;"PENDING";"CALL_CENTER";10;"COD";1230.0;1005.0;85.0;1145.0;84.47;57.0;141.47;6;"ON_TIME";43.05;1;"Late Delivery";"Pending";-1189.52
17343;945;203;"Electronics";"BrandB";"SubCat-10";"2024-04-12";3;"PENDING";"CALL_CENTER";10;"COD";1230.0;1005.0;355.0;875.0;84.47;57.0;141.47;6;"ON_TIME";43.05;1;"Late Delivery";"Pending";-1189.52
18277;2320;203;"Electronics";"BrandB";"SubCat-10";"2024-08-09";3;"DELIVERED";"WEB";24;"COD";1230.0;1005.0;105.0;1125.0;0.0;0.0;0.0;6;"ON_TIME";43.05;0;"No Return";"NA";76.95
20864;8959;203;"Electronics";"BrandB";"SubCat-10";"2024-03-10";3;"SHIPPED";"APP";23;"WALLET";1230.0;1005.0;0.0;1230.0;0.0;0.0;0.0;6;"ON_TIME";24.6;0;"No Return";"NA";200.4
1788;8592;204;"Home";"BrandC";"SubCat-11";"2024-07-30";5;"CANCELLED";"CALL_CENTER";8;"UPI";6600.0;3900.0;0.0;6600.0;0.0;0.0;0.0;6;"ON_TIME";79.2;0;"No Return";"NA";2620.8
1820;2516;204;"Home";"BrandC";"SubCat-11";"2024-08-17";1;"SHIPPED";"WEB";13;"COD";1320.0;780.0;0.0;1320.0;0.0;0.0;0.0;6;"ON_TIME";46.2;0;"No Return";"NA";493.8
7478;6330;204;"Home";"BrandC";"SubCat-11";"2024-02-18";3;"PENDING";"WEB";15;"UPI";3960.0;2340.0;0.0;3960.0;0.0;0.0;0.0;6;"ON_TIME";47.52;1;"Late Delivery";"Processed";-2387.52
12891;7988;204;"Home";"BrandC";"SubCat-11";"2024-09-02";5;"DELIVERED";"WEB";16;"WALLET";6600.0;3900.0;394.0;6206.0;0.0;0.0;0.0;6;"ON_TIME";132.0;0;"No Return";"NA";2174.0
18021;4978;204;"Home";"BrandC";"SubCat-11";"2024-04-29";1;"DELIVERED";"CALL_CENTER";18;"UPI";1320.0;780.0;0.0;1320.0;42.0;0.0;42.0;11;"LOST";15.84;1;"Late Delivery";"Processed";-837.84
18021;4978;204;"Home";"BrandC";"SubCat-11";"2024-04-29";1;"DELIVERED";"CALL_CENTER";18;"UPI";1320.0;780.0;0.0;1320.0;135.0;0.0;135.0;5;"LOST";15.84;1;"Late Delivery";"Processed";-930.84
648;6807;206;"Electronics";"BrandC";"SubCat-1";"2024-09-20";4;"CANCELLED";"CALL_CENTER";14;"WALLET";2324.0;1888.0;306.0;2018.0;0.0;0.0;0.0;6;"ON_TIME";46.48;0;"No Return";"NA";83.52
3598;6085;206;"Electronics";"BrandC";"SubCat-1";"2024-10-29";2;"PENDING";"CALL_CENTER";23;"UPI";1162.0;944.0;117.0;1045.0;0.0;0.0;0.0;6;"ON_TIME";13.94;0;"No Return";"NA";87.06
3901;7608;206;"Electronics";"BrandC";"SubCat-1";"2024-08-19";2;"PENDING";"CALL_CENTER";10;"WALLET";1162.0;944.0;286.0;876.0;57.0;0.0;57.0;7;"DELAYED";23.24;0;"No Return";"NA";-148.24
6073;428;206;"Electronics";"BrandC";"SubCat-1";"2024-06-30";2;"DELIVERED";"CALL_CENTER";19;"UPI";1162.0;944.0;0.0;1162.0;0.0;0.0;0.0;6;"ON_TIME";13.94;0;"No Return";"NA";204.06
6991;8694;206;"Electronics";"BrandC";"SubCat-1";"2024-05-01";4;"PENDING";"APP";19;"CARD";2324.0;1888.0;0.0;2324.0;0.0;0.0;0.0;6;"ON_TIME";48.8;0;"No Return";"NA";387.2
10163;850;206;"Electronics";"BrandC";"SubCat-1";"2024-02-08";1;"CANCELLED";"CALL_CENTER";9;"CARD";581.0;472.0;0.0;581.0;99.0;0.0;99.0;4;"LOST";12.2;0;"No Return";"NA";-2.2
12872;7411;206;"Electronics";"BrandC";"SubCat-1";"2024-01-09";4;"CANCELLED";"APP";7;"COD";2324.0;1888.0;0.0;2324.0;91.0;0.0;91.0;2;"LOST";81.34;0;"No Return";"NA";263.66
12872;7411;206;"Electronics";"BrandC";"SubCat-1";"2024-01-09";4;"CANCELLED";"APP";7;"COD";2324.0;1888.0;0.0;2324.0;79.0;0.0;79.0;3;"LOST";81.34;0;"No Return";"NA";275.66
19827;6918;206;"Electronics";"BrandC";"SubCat-1";"2024-12-24";3;"DELIVERED";"WEB";23;"WALLET";1743.0;1416.0;219.0;1524.0;133.0;0.0;133.0;5;"DELAYED";34.86;0;"No Return";"NA";-59.86
21530;7703;206;"Electronics";"BrandC";"SubCat-1";"2024-10-23";3;"CANCELLED";"WEB";17;"COD";1743.0;1416.0;251.0;1492.0;62.0;0.0;62.0;8;"LOST";61.01;0;"No Return";"NA";-47.01
21738;5927;206;"Electronics";"BrandC";"SubCat-1";"2024-10-09";1;"DELIVERED";"APP";13;"UPI";581.0;472.0;0.0;581.0;0.0;0.0;0.0;6;"ON_TIME";6.97;0;"No Return";"NA";102.03
4470;4904;207;"Grocery";"BrandD";"SubCat-2";"2024-03-31";5;"CANCELLED";"CALL_CENTER";14;"UPI";2950.0;1680.0;0.0;2950.0;0.0;0.0;0.0;6;"ON_TIME";35.4;0;"No Return";"NA";1234.6
5138;2518;207;"Grocery";"BrandD";"SubCat-2";"2024-04-04";5;"PENDING";"WEB";22;"COD";2950.0;1680.0;394.0;2556.0;31.0;69.0;100.0;7;"LOST";103.25;0;"No Return";"NA";672.75
5568;913;207;"Grocery";"BrandD";"SubCat-2";"2024-04-17";2;"PENDING";"APP";13;"UPI";1180.0;672.0;55.0;1125.0;75.0;0.0;75.0;3;"LOST";14.16;0;"No Return";"NA";363.84
5568;913;207;"Grocery";"BrandD";"SubCat-2";"2024-04-17";2;"PENDING";"APP";13;"UPI";1180.0;672.0;276.0;904.0;75.0;0.0;75.0;3;"LOST";14.16;0;"No Return";"NA";142.84
7500;1081;207;"Grocery";"BrandD";"SubCat-2";"2024-07-21";3;"PENDING";"APP";21;"WALLET";1770.0;1008.0;0.0;1770.0;0.0;0.0;0.0;6;"ON_TIME";35.4;0;"No Return";"NA";726.6
10243;7459;207;"Grocery";"BrandD";"SubCat-2";"2024-09-03";2;"SHIPPED";"WEB";4;"CARD";1180.0;672.0;168.0;1012.0;0.0;0.0;0.0;6;"ON_TIME";24.78;0;"No Return";"NA";315.22
11247;3192;207;"Grocery";"BrandD";"SubCat-2";"2024-08-01";4;"PENDING";"CALL_CENTER";19;"CARD";2360.0;1344.0;0.0;2360.0;0.0;0.0;0.0;6;"ON_TIME";49.56;0;"No Return";"NA";966.44
13248;6850;207;"Grocery";"BrandD";"SubCat-2";"2024-07-20";5;"DELIVERED";"APP";21;"CARD";2950.0;1680.0;0.0;2950.0;34.0;0.0;34.0;9;"LOST";61.95;0;"No Return";"NA";1174.05
13248;6850;207;"Grocery";"BrandD";"SubCat-2";"2024-07-20";5;"DELIVERED";"APP";21;"CARD";2950.0;1680.0;0.0;2950.0;114.0;0.0;114.0;1;"DELAYED";61.95;0;"No Return";"NA";1094.05
21785;5255;207;"Grocery";"BrandD";"SubCat-2";"2024-04-23";4;"CANCELLED";"CALL_CENTER";12;"UPI";2360.0;1344.0;0.0;2360.0;0.0;0.0;0.0;6;"ON_TIME";28.32;0;"No Return";"NA";987.68
132;7223;208;"Electronics";"BrandB";"SubCat-3";"2024-01-08";3;"DELIVERED";"WEB";2;"UPI";2691.0;2331.0;0.0;2691.0;0.0;0.0;0.0;6;"ON_TIME";32.29;0;"No Return";"NA";327.71
1139;2054;208;"Electronics";"BrandB";"SubCat-3";"2024-01-19";2;"CANCELLED";"WEB";21;"WALLET";1794.0;1554.0;355.0;1439.0;43.0;0.0;43.0;10;"DELAYED";35.88;0;"No Return";"NA";-193.88
1139;2054;208;"Electronics";"BrandB";"SubCat-3";"2024-01-19";2;"CANCELLED";"WEB";21;"WALLET";1794.0;1554.0;308.0;1486.0;43.0;0.0;43.0;10;"DELAYED";35.88;0;"No Return";"NA";-146.88
1627;6804;208;"Electronics";"BrandB";"SubCat-3";"2024-09-24";1;"PENDING";"CALL_CENTER";6;"WALLET";897.0;777.0;0.0;897.0;82.0;0.0;82.0;5;"DELAYED";17.94;1;"Late Delivery";"Processed";-876.94
1627;6804;208;"Electronics";"BrandB";"SubCat-3";"2024-09-24";1;"PENDING";"CALL_CENTER";6;"WALLET";897.0;777.0;0.0;897.0;82.0;0.0;82.0;5;"DELAYED";17.94;1;"Wrong Item";"Pending";-876.94
1685;7118;208;"Electronics";"BrandB";"SubCat-3";"2024-03-16";5;"PENDING";"WEB";21;"WALLET";4485.0;3885.0;0.0;4485.0;0.0;0.0;0.0;6;"ON_TIME";89.7;1;"Damaged";"Rejected";-3974.7
1685;7118;208;"Electronics";"BrandB";"SubCat-3";"2024-03-16";5;"PENDING";"WEB";21;"WALLET";4485.0;3885.0;0.0;4485.0;0.0;0.0;0.0;6;"ON_TIME";89.7;1;"Not Specified";"Processed";-3974.7
2053;2665;208;"Electronics";"BrandB";"SubCat-3";"2024-03-27";4;"PENDING";"WEB";19;"UPI";3588.0;3108.0;0.0;3588.0;76.0;0.0;76.0;10;"ON_TIME";43.06;1;"Quality Issue";"Processed";-3227.06
3910;800;208;"Electronics";"BrandB";"SubCat-3";"2024-07-30";4;"PENDING";"WEB";9;"WALLET";3588.0;3108.0;0.0;3588.0;0.0;0.0;0.0;6;"ON_TIME";71.76;0;"No Return";"NA";408.24
12034;7293;208;"Electronics";"BrandB";"SubCat-3";"2024-05-09";5;"PENDING";"WEB";22;"COD";4485.0;3885.0;82.0;4403.0;40.0;0.0;40.0;7;"DELAYED";156.98;1;"Customer Changed Mind";"Pending";-4081.98
13677;4914;208;"Electronics";"BrandB";"SubCat-3";"2024-01-26";2;"CANCELLED";"APP";11;"WALLET";1794.0;1554.0;0.0;1794.0;111.0;0.0;111.0;7;"ON_TIME";35.88;0;"No Return";"NA";93.12
19391;5693;208;"Electronics";"BrandB";"SubCat-3";"2024-09-14";3;"DELIVERED";"WEB";15;"COD";2691.0;2331.0;0.0;2691.0;0.0;0.0;0.0;6;"ON_TIME";94.19;1;"Not Specified";"Processed";-2425.19
3274;2758;209;"Home";"BrandB";"SubCat-4";"2024-03-16";2;"SHIPPED";"WEB";6;"UPI";1648.0;1246.0;300.0;1348.0;0.0;0.0;0.0;6;"ON_TIME";19.78;0;"No Return";"NA";82.22
8592;7854;209;"Home";"BrandB";"SubCat-4";"2024-12-24";1;"DELIVERED";"APP";22;"WALLET";824.0;623.0;0.0;824.0;0.0;0.0;0.0;6;"ON_TIME";16.48;0;"No Return";"NA";184.52
9145;3426;209;"Home";"BrandB";"SubCat-4";"2024-02-18";2;"PENDING";"WEB";19;"UPI";1648.0;1246.0;0.0;1648.0;70.0;0.0;70.0;1;"ON_TIME";19.78;0;"No Return";"NA";312.22
13631;2020;209;"Home";"BrandB";"SubCat-4";"2024-02-24";2;"CANCELLED";"WEB";1;"WALLET";1648.0;1246.0;0.0;1648.0;75.0;0.0;75.0;4;"LOST";32.96;0;"No Return";"NA";294.04
14886;4350;209;"Home";"BrandB";"SubCat-4";"2024-01-14";2;"SHIPPED";"CALL_CENTER";5;"UPI";1648.0;1246.0;250.0;1398.0;55.0;99.0;154.0;2;"LOST";19.78;0;"No Return";"NA";-21.78
15863;4450;209;"Home";"BrandB";"SubCat-4";"2024-06-13";2;"PENDING";"WEB";9;"WALLET";1648.0;1246.0;0.0;1648.0;0.0;0.0;0.0;6;"ON_TIME";32.96;0;"No Return";"NA";369.04
4123;909;212;"Grocery";"BrandC";"SubCat-7";"2024-01-13";2;"DELIVERED";"CALL_CENTER";6;"UPI";2386.0;1068.0;0.0;2386.0;121.0;32.0;153.0;4;"LOST";28.63;0;"No Return";"NA";1136.37
6607;5974;212;"Grocery";"BrandC";"SubCat-7";"2024-03-15";1;"PENDING";"WEB";7;"UPI";1193.0;534.0;0.0;1193.0;0.0;0.0;0.0;6;"ON_TIME";14.32;1;"Late Delivery";"Processed";-548.32
7896;4350;212;"Grocery";"BrandC";"SubCat-7";"2024-07-09";4;"SHIPPED";"WEB";4;"WALLET";4772.0;2136.0;0.0;4772.0;0.0;0.0;0.0;6;"ON_TIME";95.44;1;"Quality Issue";"Processed";-2231.44
7932;4094;212;"Grocery";"BrandC";"SubCat-7";"2024-02-01";4;"SHIPPED";"CALL_CENTER";19;"COD";4772.0;2136.0;0.0;4772.0;88.0;0.0;88.0;2;"DELAYED";167.02;0;"No Return";"NA";2380.98
8861;265;212;"Grocery";"BrandC";"SubCat-7";"2024-03-09";5;"PENDING";"CALL_CENTER";18;"CARD";5965.0;2670.0;0.0;5965.0;0.0;0.0;0.0;6;"ON_TIME";125.27;0;"No Return";"NA";3169.73
8984;947;212;"Grocery";"BrandC";"SubCat-7";"2024-09-08";5;"CANCELLED";"WEB";22;"CARD";5965.0;2670.0;0.0;5965.0;47.0;0.0;47.0;3;"LOST";125.27;1;"Quality Issue";"Rejected";-2842.27
10359;1408;212;"Grocery";"BrandC";"SubCat-7";"2024-06-11";2;"PENDING";"CALL_CENTER";21;"CARD";2386.0;1068.0;0.0;2386.0;84.47;42.0;126.47;10;"LOST";50.11;0;"No Return";"NA";1141.42
11584;1426;212;"Grocery";"BrandC";"SubCat-7";"2024-09-12";4;"DELIVERED";"WEB";7;"COD";4772.0;2136.0;0.0;4772.0;34.0;20.0;54.0;5;"DELAYED";167.02;0;"No Return";"NA";2414.98
2126;1042;214;"Electronics";"BrandC";"SubCat-9";"2024-07-14";2;"PENDING";"WEB";4;"UPI";2242.0;1762.0;0.0;2242.0;110.0;0.0;110.0;5;"LOST";26.9;0;"No Return";"NA";343.1
4314;1810;214;"Electronics";"BrandC";"SubCat-9";"2024-09-28";1;"CANCELLED";"CALL_CENTER";23;"WALLET";1121.0;881.0;394.0;727.0;0.0;0.0;0.0;6;"ON_TIME";22.42;1;"Late Delivery";"Pending";-903.42
9438;328;214;"Electronics";"BrandC";"SubCat-9";"2024-02-16";4;"PENDING";"WEB";24;"UPI";4484.0;3524.0;0.0;4484.0;0.0;0.0;0.0;6;"ON_TIME";53.81;1;"Not Specified";"Processed";-3577.81
11319;4452;214;"Electronics";"BrandC";"SubCat-9";"2024-09-05";3;"SHIPPED";"APP";3;"CARD";3363.0;2643.0;0.0;3363.0;87.0;0.0;87.0;2;"LOST";70.62;0;"No Return";"NA";562.38
16535;1192;214;"Electronics";"BrandC";"SubCat-9";"2024-03-04";2;"PENDING";"WEB";2;"UPI";2242.0;1762.0;0.0;2242.0;0.0;0.0;0.0;6;"ON_TIME";26.9;0;"No Return";"NA";453.1
20601;354;214;"Electronics";"BrandC";"SubCat-9";"2024-06-28";4;"DELIVERED";"WEB";11;"UPI";4484.0;3524.0;0.0;4484.0;0.0;0.0;0.0;6;"ON_TIME";53.81;0;"No Return";"NA";906.19
21976;8713;214;"Electronics";"BrandC";"SubCat-9";"2024-02-09";3;"CANCELLED";"WEB";24;"UPI";3363.0;2643.0;0.0;3363.0;64.0;0.0;64.0;11;"DELAYED";40.36;0;"No Return";"NA";615.64
416;1837;215;"Fashion";"BrandA";"SubCat-10";"2024-08-14";4;"SHIPPED";"WEB";22;"WALLET";2160.0;1360.0;0.0;2160.0;34.0;0.0;34.0;4;"ON_TIME";43.2;1;"Customer Changed Mind";"Processed";-1437.2
4800;8810;215;"Fashion";"BrandA";"SubCat-10";"2024-02-17";5;"DELIVERED";"WEB";1;"WALLET";2700.0;1700.0;0.0;2700.0;87.0;0.0;87.0;4;"LOST";54.0;0;"No Return";"NA";859.0
6188;5028;215;"Fashion";"BrandA";"SubCat-10";"2024-11-23";4;"PENDING";"WEB";19;"WALLET";2160.0;1360.0;0.0;2160.0;85.0;114.0;199.0;5;"ON_TIME";43.2;0;"No Return";"NA";557.8
6860;7031;215;"Fashion";"BrandA";"SubCat-10";"2024-03-18";4;"PENDING";"CALL_CENTER";15;"WALLET";2160.0;1360.0;0.0;2160.0;137.0;0.0;137.0;7;"LOST";43.2;0;"No Return";"NA";619.8
12922;3618;215;"Fashion";"BrandA";"SubCat-10";"2024-12-16";3;"PENDING";"APP";18;"CARD";1620.0;1020.0;0.0;1620.0;0.0;0.0;0.0;6;"ON_TIME";34.02;0;"No Return";"NA";565.98
17246;7181;215;"Fashion";"BrandA";"SubCat-10";"2024-06-30";1;"CANCELLED";"WEB";5;"WALLET";540.0;340.0;0.0;540.0;78.0;0.0;78.0;3;"ON_TIME";10.8;1;"Not Specified";"Rejected";-428.8
18330;6702;215;"Fashion";"BrandA";"SubCat-10";"2024-02-04";1;"SHIPPED";"APP";13;"WALLET";540.0;340.0;0.0;540.0;0.0;0.0;0.0;6;"ON_TIME";10.8;0;"No Return";"NA";189.2
8108;4130;217;"Electronics";"BrandA";"SubCat-0";"2024-10-28";4;"DELIVERED";"WEB";23;"UPI";2384.0;2308.0;0.0;2384.0;0.0;0.0;0.0;6;"ON_TIME";28.61;0;"No Return";"NA";47.39
10644;5524;217;"Electronics";"BrandA";"SubCat-0";"2024-11-10";3;"CANCELLED";"WEB";9;"COD";1788.0;1731.0;250.0;1538.0;0.0;0.0;0.0;6;"ON_TIME";62.58;0;"No Return";"NA";-255.58
11636;7922;217;"Electronics";"BrandA";"SubCat-0";"2024-04-28";1;"SHIPPED";"APP";17;"COD";596.0;577.0;0.0;596.0;75.0;0.0;75.0;5;"DELAYED";20.86;0;"No Return";"NA";-76.86
12543;3053;217;"Electronics";"BrandA";"SubCat-0";"2024-05-14";5;"SHIPPED";"APP";5;"UPI";2980.0;2885.0;0.0;2980.0;85.0;99.0;184.0;2;"DELAYED";35.76;0;"No Return";"NA";-124.76
12543;3053;217;"Electronics";"BrandA";"SubCat-0";"2024-05-14";5;"SHIPPED";"APP";5;"UPI";2980.0;2885.0;0.0;2980.0;78.0;0.0;78.0;11;"LOST";35.76;0;"No Return";"NA";-18.76
16259;7843;217;"Electronics";"BrandA";"SubCat-0";"2024-11-24";2;"CANCELLED";"APP";5;"CARD";1192.0;1154.0;6000.0;-4808.0;0.0;0.0;0.0;6;"ON_TIME";25.03;1;"Not Specified";"Pending";-1179.03
21643;529;217;"Electronics";"BrandA";"SubCat-0";"2024-05-14";4;"CANCELLED";"WEB";11;"WALLET";2384.0;2308.0;0.0;2384.0;101.0;0.0;101.0;2;"LOST";47.68;0;"No Return";"NA";-72.68
1626;4361;218;"Fashion";"BrandA";"SubCat-1";"2024-01-24";5;"CANCELLED";"APP";16;"UPI";3040.0;1830.0;227.0;2813.0;45.0;0.0;45.0;8;"DELAYED";36.48;0;"No Return";"NA";901.52
1626;4361;218;"Fashion";"BrandA";"SubCat-1";"2024-01-24";5;"CANCELLED";"APP";16;"UPI";3040.0;1830.0;199.0;2841.0;45.0;0.0;45.0;8;"DELAYED";36.48;0;"No Return";"NA";929.52
2620;7898;218;"Fashion";"BrandA";"SubCat-1";"2024-06-29";2;"DELIVERED";"WEB";20;"WALLET";1216.0;732.0;0.0;1216.0;0.0;0.0;0.0;6;"ON_TIME";24.32;1;"Late Delivery";"Processed";-756.32
4559;596;218;"Fashion";"BrandA";"SubCat-1";"2024-06-07";5;"CANCELLED";"WEB";1;"WALLET";3040.0;1830.0;0.0;3040.0;0.0;0.0;0.0;6;"ON_TIME";60.8;0;"No Return";"NA";1149.2
7555;163;218;"Fashion";"BrandA";"SubCat-1";"2024-10-29";5;"DELIVERED";"APP";5;"UPI";3040.0;1830.0;397.0;2643.0;0.0;0.0;0.0;6;"ON_TIME";36.48;0;"No Return";"NA";776.52
11334;4961;218;"Fashion";"BrandA";"SubCat-1";"2024-12-04";3;"PENDING";"APP";19;"UPI";1824.0;1098.0;260.0;1564.0;0.0;0.0;0.0;6;"ON_TIME";21.89;1;"Late Delivery";"Rejected";-1119.89
11334;4961;218;"Fashion";"BrandA";"SubCat-1";"2024-12-04";3;"PENDING";"APP";19;"UPI";1824.0;1098.0;260.0;1564.0;0.0;0.0;0.0;6;"ON_TIME";21.89;1;"Customer Changed Mind";"Processed";-1119.89
13765;5872;218;"Fashion";"BrandA";"SubCat-1";"2024-12-12";5;"DELIVERED";"APP";12;"WALLET";3040.0;1830.0;6000.0;-2960.0;0.0;0.0;0.0;6;"ON_TIME";60.8;0;"No Return";"NA";-4850.8
